boletin,titulo,origen_iniciativa,comision_origen_proxy,comisiones_tramitacion,topic_primary,topic_secondary,method,confidence,needs_review,review_reason,evidence,taxonomy_version,auto_topic_primary,auto_topic_secondary,reviewer,review_rationale,reviewed_at
18441-03,"Modifica la ley N° 20.009, con el objeto de promover la aplicación de criterios de accesibilidad e inclusión financiera en procedimientos de autenticación de usuarios en transacciones electrónicas",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
18442-07,"Modifica diversos cuerpos legales, con el objeto de agravar las sanciones en el caso de entrega o exhibición de material pornográfico e inadecuado a menores de catorce años",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento","Familia, infancia y adolescencia",Constitución y justicia,revision_semantica,0.99,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Familia, infancia y adolescencia:12.75 || score_2=Constitución y justicia:11.50",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Constitución y justicia,modelo_lenguaje_revision_completa,La protección de menores de catorce años frente a exposición a material pornográfico es el bien sustantivo central; el aumento de sanciones es el mecanismo jurídico.,2026-09-02
18461-04,"Modifica la ley N°20.370, general de educación, para regular a los apoderados en el sistema educacional chileno",parlamentario,Educación,Educación,Educación,,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,,,,
18469-15,"Modifica la ley N°18.290, de Tránsito, para ampliar los supuestos de procedencia de la suspensión provisoria de la licencia de conducir",parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18471-07,Faculta a las policías a practicar controles preventivos de identidad a mayores de catorce años,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Seguridad,Constitución y justicia,hibrido_institucional_texto,0.884,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Seguridad:11.75 || score_2=Constitución y justicia:5.50",institutional-hybrid-v0.3,Seguridad,Constitución y justicia,,,
18473-03,Fortalece la transparencia de los créditos hipotecarios con apoyo estatal y dispone como antecedente crediticio el comportamiento de pago de canon de arrendamiento,parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
18436-15,"Modifica la Ley Orgánica de la Empresa de los Ferrocarriles del Estado, con el objeto de establecer una exención de derechos y tributos municipales por la ejecución de obras ferroviarias y declarar dichas obras como infraestructura ejecutada por el Estado",ejecutivo,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18445-07,"Incorpora la figura del contexto operativo en materia de fundamentación de resoluciones judiciales y de actuaciones del Ministerio Público, en los casos que indica",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:21.75 || score_2=Cultura y comunicaciones:5.25",institutional-hybrid-v0.3,Constitución y justicia,,,,
18451-11,"Modifica el Código Sanitario, en lo relativo a la información contenida en el etiquetado de medicamentos, productos farmacéuticos y suplementos alimenticios",parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18452-02,"Modifica el decreto ley N° 2.460, de 1979, que dicta Ley Orgánica de Policía de Investigaciones de Chile, con el objeto de ampliar la autorización para portar armas a los funcionarios en retiro que indica",parlamentario,Defensa Nacional,Defensa Nacional,Defensa,,institucional_destinacion,0.97,0,,comision_origen=Defensa Nacional,institutional-hybrid-v0.3,Defensa,,,,
18474-11,Obliga a los administradores de recintos de alta concurrencia pública a adoptar medidas para prevenir en ellos la ocurrencia de suicidios,parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18475-06,Dispone incompatibilidades para el ejercicio simultáneo de cargos de elección popular y funciones públicas remuneradas,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18476-03,"Modifica la ley N°19.496, sobre protección de los derechos de los consumidores, para evitar la generación de cobros improcedentes con posterioridad al fallecimiento del titular de contratos de tracto sucesivo o de ejecución continua",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
18477-07,Modifica la Constitución Política en lo relativo a procedimientos de acusación constitucional e interpelación,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:26.75 || score_2=Seguridad:6.00",institutional-hybrid-v0.3,Constitución y justicia,,,,
18479-07,"Modifica la ley N°20.886, sobre tramitación electrónica de los procedimientos judiciales, para habilitar la tramitación de los juicios arbitrales de partición de bienes y de liquidación de la sociedad conyugal a través de la Oficina Judicial Virtual",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:16.75 || score_2=Cultura y comunicaciones:6.75",institutional-hybrid-v0.3,Constitución y justicia,,,,
18480-07,"Modifica la ley N° 18.918, orgánica constitucional del Congreso Nacional, para obligar a diputadas, diputados, senadoras y senadores a rendir una cuenta pública, de carácter anual e individual, sobre su gestión parlamentaria",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.884,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:10.50 || score_2=Cultura y comunicaciones:3.00",institutional-hybrid-v0.3,Constitución y justicia,,,,
18446-07,Tiene por objeto ampliar la aplicación de la circunstancia eximente de responsabilidad penal de la legítima defensa al caso que indica,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Seguridad,hibrido_institucional_texto,0.866,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:12.25 || score_2=Seguridad:7.50",institutional-hybrid-v0.3,Constitución y justicia,Seguridad,,,
18465-03,"Modifica la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, con el objeto de regular la devolución del monto pagado ante la cancelación, suspensión, postergación o modificación de condiciones esenciales de un espectáculo público o evento masivo",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
18466-37,"Modifica la ley N° 19.227 que crea un Fondo Nacional de Fomento del Libro y la Lectura, y modifica cuerpos legales que señala, con el objeto promover el acceso a la lectura",parlamentario,"Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, patrimonio y deporte",,institucional_destinacion,0.97,0,,"comision_origen=Cultura, Patrimonio, Artes, Deportes y Recreación",institutional-hybrid-v0.3,"Cultura, patrimonio y deporte",,,,
18481-07,"Modifica las leyes Nº 20.880, 18.575 y 18.918, para fortalecer la probidad e integridad pública en Chile",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Gobierno interior y descentralización,Constitución y justicia,revision_semantica,0.98,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Cultura y comunicaciones:6.00 || score_2=Economía, comercio y consumidores:6.00",institutional-hybrid-v0.3,Cultura y comunicaciones,"Economía, comercio y consumidores | Constitución y justicia",modelo_lenguaje_revision_completa,"El objeto central es fortalecer probidad, conflictos de interés e integridad en el ejercicio de funciones públicas; las reformas legales y constitucionales son el instrumento jurídico.",2026-09-02
18482-07,Modifica la Constitución Política para impedir la participación de autoridades en procesos de formación de leyes de cuya ejecución obtengan un incremento patrimonial significativo,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Gobierno interior y descentralización,Constitución y justicia | Economía y hacienda,revision_semantica,0.96,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.00 || score_2=Economía y hacienda:6.00",institutional-hybrid-v0.3,Constitución y justicia,Economía y hacienda,modelo_lenguaje_revision_completa,Regula conflictos de interés y probidad de autoridades durante la formación de la ley cuando pueden obtener beneficio patrimonial; la reforma constitucional es el instrumento.,2026-09-02
18483-01,Fortalece la persecución del contrabando de alimentos,parlamentario,"Agricultura, Silvicultura y Desarrollo Rural","Agricultura, Silvicultura y Desarrollo Rural",Agricultura y mundo rural,,institucional_destinacion,0.97,0,,"comision_origen=Agricultura, Silvicultura y Desarrollo Rural",institutional-hybrid-v0.3,Agricultura y mundo rural,,,,
18484-15,"Modifica la ley N°18.290, de Tránsito, para que las escuelas de conducción instruyan programas sobre defensa y reacción ante actos delictuales de alta connotación",parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18485-07,Modifica el Código Penal para incorporar la pena de clausura de establecimientos físicos y espacios digitales,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Seguridad,hibrido_institucional_texto,0.861,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:13.50 || score_2=Seguridad:9.00",institutional-hybrid-v0.3,Constitución y justicia,Seguridad,,,
18486-03,"Modifica la ley N°18.490, sobre seguro obligatorio de accidentes personales causados por circulación de vehículos motorizados, para incrementar el monto de los reembolsos por gastos médicos",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
